,AL,Random,Batch
0,0.8357588357588358,0.8024948024948025,0.8336798336798337
1,0.8083333333333333,0.8166666666666667,0.8083333333333333
2,0.814968814968815,0.7920997920997921,0.814968814968815
3,0.84375,0.8666666666666667,0.8479166666666667
4,0.8336798336798337,0.817047817047817,0.8191268191268192
5,0.8354166666666667,0.8208333333333333,0.8291666666666667
6,0.8004158004158004,0.8232848232848233,0.8004158004158004
7,0.8291666666666667,0.81875,0.8375
8,0.8378378378378378,0.8274428274428275,0.8378378378378378
9,0.8270833333333333,0.8104166666666667,0.8104166666666667
