,AL,Random,Batch
0,0.8465909090909091,0.7215909090909091,0.8522727272727273
1,0.7542857142857143,0.6628571428571428,0.8057142857142857
2,0.7443181818181818,0.7556818181818182,0.8693181818181818
3,0.8514285714285714,0.8628571428571429,0.8628571428571429
4,0.7443181818181818,0.8693181818181818,0.8806818181818182
5,0.7771428571428571,0.7657142857142857,0.8285714285714286
6,0.7443181818181818,0.7613636363636364,0.8693181818181818
7,0.7714285714285715,0.7314285714285714,0.8971428571428571
8,0.7215909090909091,0.7386363636363636,0.8125
9,0.8514285714285714,0.7942857142857143,0.88
