,AL,Random,Batch
0,0.453929539295393,0.48509485094850946,0.502710027100271
1,0.44761904761904764,0.46938775510204084,0.5102040816326531
2,0.453929539295393,0.4959349593495935,0.5257452574525745
3,0.4707482993197279,0.507482993197279,0.4965986394557823
4,0.4715447154471545,0.46612466124661245,0.5121951219512195
5,0.45034013605442175,0.49115646258503404,0.49115646258503404
6,0.4823848238482385,0.489159891598916,0.508130081300813
7,0.42857142857142855,0.4666666666666667,0.5183673469387755
8,0.47696476964769646,0.3807588075880759,0.494579945799458
9,0.5346938775510204,0.4993197278911565,0.5183673469387755
