,AL,Random,Batch
0,0.8274428274428275,0.8004158004158004,0.8336798336798337
1,0.7916666666666666,0.8020833333333334,0.8083333333333333
2,0.8045738045738046,0.7879417879417879,0.814968814968815
3,0.8291666666666667,0.85,0.8479166666666667
4,0.8024948024948025,0.7837837837837838,0.8191268191268192
5,0.81875,0.8145833333333333,0.8291666666666667
6,0.8004158004158004,0.7588357588357588,0.8004158004158004
7,0.8270833333333333,0.8041666666666667,0.8375
8,0.8378378378378378,0.8024948024948025,0.8378378378378378
9,0.81875,0.8104166666666667,0.8104166666666667
