,AL,Random,Batch
0,0.6962962962962963,0.7925925925925926,0.8296296296296296
1,0.7037037037037037,0.7851851851851852,0.8666666666666667
2,0.5037037037037037,0.7703703703703704,0.8296296296296296
3,0.7185185185185186,0.7555555555555555,0.7925925925925926
4,0.7703703703703704,0.7925925925925926,0.8518518518518519
5,0.725925925925926,0.7481481481481481,0.8222222222222222
6,0.674074074074074,0.7555555555555555,0.8518518518518519
7,0.7851851851851852,0.7037037037037037,0.8444444444444444
8,0.7333333333333333,0.7851851851851852,0.837037037037037
9,0.6814814814814815,0.7851851851851852,0.8
