,AL,Random,Batch
0,0.45799457994579945,0.4634146341463415,0.502710027100271
1,0.48027210884353744,0.46938775510204084,0.5102040816326531
2,0.5,0.5013550135501355,0.5257452574525745
3,0.5061224489795918,0.5047619047619047,0.4965986394557823
4,0.483739837398374,0.45799457994579945,0.5121951219512195
5,0.48707482993197276,0.4884353741496599,0.49115646258503404
6,0.4742547425474255,0.4715447154471545,0.508130081300813
7,0.507482993197279,0.4666666666666667,0.5183673469387755
8,0.46612466124661245,0.4634146341463415,0.494579945799458
9,0.49115646258503404,0.46258503401360546,0.5183673469387755
